token,url,title,description,category,cat1,cat2,city_id,city_name,district,district_persian,price_total,price_text,price_per_meter_text,area_m2,build_year,rooms,floor,unit_condition,direction,has_elevator,has_parking,has_storage,has_balcony,lat,lng,location_radius,image_count
Qa9oxJQM,https://divar.ir/v/Qa9oxJQM,فروش اکازیون شهرک غرب دادمان 160متر نوساز 2پارکینگ در تهران - 9 دی 1404,"سازه اسکلت بتن ( فراتر از استاندارد نظام مهندسی )

158متر / 3 خواب / تکواحدی 
سالن وسیع با چشم انداز کوه
پنجره قدی کف تا سقف ( ارتفاع 3/20 )
اتاقهای استاندارد با مستر و کمد 3درب 
سرمایش و گرمایش هواساز (داکت اسپیلیت)
متریال ممتاز و بی نقص / تراس کاربردی 
2 پارکینگ سندی کنار هم ( باکس )
طبقه یکی به آخر ( چهارم )
بهترین لوکیشن با دسترسی عالی 

فروشنده واقعی...
سند تک برگ (آماده انتقال)

جزایری 
املاک کیان 
بلوار دادمان بعد از جلیلوند پلاک 110 طبقه اول",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,44999999488,‏45،000،000،000 تومان,‏281،250،000 تومان,160,1403,3,4 از 5,,,True,True,True,,,,,8
QaPBrTVG,https://divar.ir/v/QaPBrTVG,فروش 72 متر افتابگیر تکرار نشدنی در تهران - 9 دی 1404,"شهرک غرب سپهر
72 متر فول امکانات
طبقات بالا . افتابگیر
خطی رو به آفتاب 
نقشه عالی بدون نقص
مشاعات شیک و تمیز
سالن جیم لاکچری 
سند آماده انتقال
1.200 در رهن‌مستاجر تا عید
12.800 تا انتقال سند 
مجموعا 14 میلیارد تومان
کمیسیون 2 درصد مقصوع
*قیمت مقطوع*",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,12800000000,‏12،800،000،000 تومان,‏177،777،000 تومان,72,1390,2,4 از 5,,,True,True,True,,35.76110553946471,51.36582765478187,500,1
QaTps2tx,https://divar.ir/v/QaTps2tx,فروش 60 متر نوساز در تهران - 9 دی 1404,ملک شمالی جنوبی 10 واحدی کلید نخورده,فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,17999998976,‏18،000،000،000 تومان,‏300،000،000 تومان,60,1397,1,4 از 10,,,True,True,True,,35.75848185595727,51.37329112263019,500,1
Aax23Grd,https://divar.ir/v/Aax23Grd,فروش برج دوبرال 225متر 3خواب سازه‌ برند شهرک غرب در تهران - 9 دی 1404,"# فایل شخصی / کلید نزد مشاور

# برج دوبرال
ساختمان برند و شناخته شده شهرک غرب
آرشیتکت فرزاد دلیری و امید غلامپور

# مشخصات اختصاصی واحد ؛
225متر / 3 خواب / بازسازی شده
پلان بسیار عالی و کاربردی
آشپزخانه فول فرنیش بوش
سینک آلمانی / هود ایتالیایی
شیرآلات هانس گروهه آلمان
کلید و پریزها لگراند فرانسه
واحد داری برق 3فاز اختصاصی

# مشاعات ساختمان شامل ؛
لابی ورودی و راه پله آسانسور 1250متر
4 آسانسور ایتالیایی شیشه‌ای
2 آسانسور ایتالیایی باری
سالن اجتماعات مجهز 400متر
استخر فعال بزرگسالان و کودکان سونای خشک و بخار جکوزی و سالن بدن‌سازی به متراژ 520متر
کارواش اختصاصی
2دستگاه چیلر و 2 دستگاه بویلر
برق اضطراری / منبع ذخیره آب
اتاق مخصوص صندوق پست برای واحدها
کاملا مقاوم در برابر زلزله تا 8 ریشتر
امنیت فوق‌العاده ، لابی من 24 ساعته در چند شیفت
نیروی خدمات مقیم
و ...

امکان ارسال تصاویر واحد برای متقاضی محترم

# ارائه متراژهای متفاوت در این ساختمان یا موارد اکازیون در برج‌ها و پروژه‌های شاخص منطقه

پاسخگویی به تماس از ساعت 8 الی 24",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,76500000768,‏76،500،000،000 تومان,‏340،000،000 تومان,225,1390,3,3 از 7,,,True,True,True,,35.76741184387062,51.378792139791884,500,1
QaTJs2We,https://divar.ir/v/QaTJs2We,فروش شهرک غرب _ 211 متر _ آکواریوم _طبقات بالا ویو ابدی در تهران - 9 دی 1404,"211 متر 3 خواب 1 خواب مستر

نور شمال و جنوب

بالکن بزرگ و قابل چیدمان با چشم انداد عالی

امنیت بالا با نگهبانی 24 ساعته

فروشنده واقعی 

_______________
مشاور شما پارسایی",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,63300001792,‏63،300،000،000 تومان,‏300،000،000 تومان,211,1383,3,9,,,True,True,True,,,,,1
QaHd7P_n,https://divar.ir/v/QaHd7P_n,فروش 150متر شهرک غرب کلید نخورده_خوارزم (2پارکینگ سندی) در تهران - 9 دی 1404,"واحدی خوش‌ساخت و کاملاً مهندسی‌ساز در یکی از موقعیت‌های مطلوب خوارزم؛
نقشه عالی، نورگیری مناسب و دسترسی بی‌نظیر این فایل را به گزینه‌ای کم‌یاب برای سکونت تبدیل کرده است. ملک نوساز و کلید نخورده بوده و آماده تحویل می‌باشد.

ویژگی‌ها:
• طبقه چهارم
• دو پارکینگ اختصاصی
• لابی شیک و سالن اجتماعات
• دسترسی سریع به شریان‌های اصلی

بدون مشابه فعال در این لوکیشن

 تماس جهت اطلاعات تکمیلی و هماهنگی بازدید",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,53499998208,‏53،500،000،000 تومان,‏356،666،000 تومان,150,1404,3,4,,,True,True,True,,35.766203642765,51.3644931363832,500,5
QaTtrEPv,https://divar.ir/v/QaTtrEPv,فروش هرمزان ، برج ، مستر ، پارکینگ در تهران - 9 دی 1404,"▪️دسترسی عالی به بزرگراهای اطراف
▪️برجهای هرمزان
▪️3 خواب 1 خواب مستر
▪️مشاعات کامل
▪️نوسازی نشده
▪️سند تک برگ بدون هیچ مشکل
▪️▪️4 تراس قابل چیدمان
▪️نور عالی با ویو بی نظیر
▪️قیمت اعلامی : متری 300 میلیون تومان
▪️متقاضیان محترم جهت کسب اطلاعات بیشتر لطفا تماس حاصل فرمایید
▪️.....................امیرمسعود عقیلی.....................",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,60899999744,‏60،900،000،000 تومان,‏300،000،000 تومان,203,1384,3,12 از 12,,,True,True,True,,35.7564851879463,51.36871495638978,500,3
Qatk5irY,https://divar.ir/v/Qatk5irY,فروش 211 متری برج شاهگلی فول بازسازی سرمایه گذاری در تهران - 9 دی 1404,"فول بازسازی شده 

❗️❗️فروشنده واقعی و سرمایه گذاری زیرزیر قیمت

تاسیسات مستقل و برند اروپایی
تراس وسیع دید سه طرف شمال و جنوب غرب
بهترین برج شاهگلی
فروشنده واقعی فوری

فروش به علت خرید متراژ کوچکتر
❗️❗️سرمایه گذاری زیرقیمت زیرقیمت

برجهای با اصالت و فول امکانات شهرک غرب

لابی مجلل و لابی من 24 ساعته

کارگزار ملکی شما در برجهای شاهگلی
مشاور باتجربه و تخصصی شهرک غرب
بیشترین آمار فروش
سام
موارد بیشتر و در متراژهای منفاوت موجود می باشد
borj_shahrakgharb
اینستاگرام",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,60000002048,‏60،000،000،000 تومان,‏284،360،000 تومان,211,1372,3,3 از 24,,,True,True,True,,,,,8
Qauo8oBA,https://divar.ir/v/Qauo8oBA,فروش 125متر‌(روبه آفتاب)مشاعات خیره کننده سرایدار مقیم در تهران - 9 دی 1404,"✅کم واحد

125 متر بسیار خوش نقشه 
سالن دلباز با پنجره قدی 
2 تراس کاربردی 
…………………………………….
2 خواب استاندارد 
کمد دیواری عمیق
…………………………..
(ویو رو به جنوب) 
…………………………..
انباری 10 متر 
پارکینگ 12 متر 
اسکلت فلزی 
طبقه پنجم 
پاگرد 12 متر
راه پله سنگ 
آسانسور 6 نفره 
سوییت سرایداری 
……………………………
گذر 14متر 
جای پارک فراوان 
کوچه دنج و مشجر بدون تردد 
 …………………………………………….
مشاور:شایان",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,23000000512,‏23،000،000،000 تومان,‏184،000،000 تومان,125,1388,2,5,,,True,True,True,,35.76565234855282,51.362448492459606,500,5
QaKNmMDt,https://divar.ir/v/QaKNmMDt,فروش این مورد را بررسی کنید_شدیدزیرقیمت_8واحدی_شهرک غرب در تهران - 9 دی 1404,"⭐️بینظیر.  (قابل سکونت  با آینده بسیار عالی)

معاوضه و تهاتر ندارند ،( علت فروش: مهاجرت)

⭐️ با توجیه اقتصادی بسیار بالا (در شُرف مشارت در ساخت)

حتما بررسی داشته باشید
این مورد را حتما حتما بررسی کنید
حتما حتما حتما بررسی کنید 

8 واحدی ،  بلوار دریا (20 ساله واقعی)

⭐️ 3 پارکینگ
⭐️مشاعات عالی

⭐️140 متر به اضافه 30متر پاسیو (جمعا 170متر)

⭐️ساختمان دارای چندطبقه پارکینگ
(تنها 8 واحدی شهرک که دارای این تعداد پارکینگ میباشد)

⭐️آسانسور
⭐️انباری (30متر)
⭐️مشاعات بازسازی
⭐️تنها محلی از شهرک غرب که اجازه ساخت بالای 8طبقه رو دارند

نمونه های ساخته شده در همسایگی  ملک:
⭐️⭐️رونیکا پلاس حاج رحیم قربانی 9 طبقه
⭐️ارک مهندس محسنی فر 12 طبقه
⭐️⭐️8 طبقه مهندس زندینیا
⭐️پروژه مهندس نیکبخت با 8 طبقه
⭐️⭐️پروژه مهندس محمد میرزایی 9 طبقه

سهم شما بعد از ساخت 250 متر اپارتمان نوساز  
و مبلغ 6 میلیارد بلاعوض خواهد بود

⭐️حتما در این خصوص تحقیق و بررسی داشته باشید

⭐️⭐️⭐️موردد مشابه این واحد در همین ساختمان اسفند پارسال  به مبلغ 29 میلیارد معامله شد.

بنده 24 ساعته پاسخگوی شما عزیزان هستم 

باتشکر انوشه",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,21899999232,‏21،900،000،000 تومان,‏146،000،000 تومان,150,1383,2,1 از 4,,,True,True,True,,35.766732449292505,51.366778429800334,500,2
QaRsIk2T,https://divar.ir/v/QaRsIk2T,فروش آپارتمان 170 متری__تکواحدی__در شهرک غرب در تهران - 9 دی 1404,"فروش فوری اپارتمان 170متری

سه خواب بزرگ

پارکینگ
انباری 
اسانسور

بالکن قابل چیدمان

فول بازسازی شده

زیر قیمت منطقه
واقعا این قیمت نداریم کل شهرک و سعادت اباد

سینا

☀️دپارتمان کیان☀️",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,27599998976,‏27،600،000،000 تومان,‏162،352،000 تومان,170,1383,3,1,,,True,True,True,,,,,6
QaTBKpRa,https://divar.ir/v/QaTBKpRa,فروش 150 متر شهرک غرب_هرمزان_بازسازی شده_پارکینگ اضافه در تهران - 9 دی 1404,"150 متر شهرک غرب

4 طبقه 2 واحدی

طبقه 2

3 خواب

بالکن سرتاسری

انباری 

کابین آسانسور تعویض شده

1 پارکینگ سندی  + 2 پارکینگ توافقی

سالن رو به جنوب 
اتاق ها رو به شمال

تمام لوله کشی ها تعویض و بازسازی مدرن

حیاط مشجر

دسترسی عالی

فایل کاملا شخصی

➖️➖️➖️➖️➖️➖️➖️➖️➖️➖️➖️➖️➖️➖️➖️
مشاور شما : رضا قدرتی",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,35000000512,‏35،000،000،000 تومان,‏233،333،000 تومان,150,1380,3,2 از 4,,,True,True,True,,35.76371660164027,51.37427209877842,500,3
